WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionOperationResults,null,No
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/performanceTiers,null,No
no,Microsoft.DBforMySQL/locations/securityAlertPoliciesAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/securityAlertPoliciesOperationResults,null,No
no,Microsoft.DBforMySQL/locations/recommendedActionSessionsAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/recommendedActionSessionsOperationResults,null,No
no,Microsoft.DBforMySQL/servers/topQueryStatistics,null,No
no,Microsoft.DBforMySQL/servers/queryTexts,null,No
no,Microsoft.DBforMySQL/servers/waitStatistics,null,No
no,Microsoft.DBforMySQL/servers/resetQueryPerformanceInsightData,null,No
no,Microsoft.DBforMySQL/servers/advisors,null,No
no,Microsoft.DBforMySQL/servers/privateLinkResources,null,No
no,Microsoft.DBforMySQL/servers/privateEndpointConnections,null,No
no,Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies,null,No
no,Microsoft.DBforMySQL/servers/keys,null,No
no,Microsoft.DBforMySQL/locations/serverKeyAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/serverKeyOperationResults,null,No
no,Microsoft.DBforMySQL/servers/upgrade,null,No
no,Microsoft.DBforPostgreSQL/operations,null,No
yes,Microsoft.DBforPostgreSQL/servers,PostgreSQL server,Yes
yes,Microsoft.DBforPostgreSQL/serverGroupsv2,Hyperscale (Citus) server group,Yes
yes,Microsoft.DBforPostgreSQL/flexibleServers,Db For Postgresql,Yes
no,Microsoft.DBforPostgreSQL/locations/capabilities,null,No
no,Microsoft.DBforPostgreSQL/locations/checkNameAvailability,null,No
no,Microsoft.DBforPostgreSQL/servers/recoverableServers,null,No
no,Microsoft.DBforPostgreSQL/servers/virtualNetworkRules,null,No
no,Microsoft.DBforPostgreSQL/checkNameAvailability,null,No
no,Microsoft.DBforPostgreSQL/availableEngineVersions,null,No
no,Microsoft.DBforPostgreSQL/getPrivateDnsZoneSuffix,null,No
no,Microsoft.DBforPostgreSQL/locations,null,No
no,Microsoft.DBforPostgreSQL/locations/operationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/azureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/administratorOperationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/administratorAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/checkVirtualNetworkSubnetUsage,null,No
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyOperationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionOperationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/performanceTiers,null,No
no,Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesOperationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsOperationResults,null,No
no,Microsoft.DBforPostgreSQL/servers/topQueryStatistics,null,No
no,Microsoft.DBforPostgreSQL/servers/queryTexts,null,No
no,Microsoft.DBforPostgreSQL/servers/waitStatistics,null,No
no,Microsoft.DBforPostgreSQL/servers/resetQueryPerformanceInsightData,null,No
no,Microsoft.DBforPostgreSQL/servers/advisors,null,No
no,Microsoft.DBforPostgreSQL/servers/privateLinkResources,null,No
no,Microsoft.DBforPostgreSQL/servers/privateEndpointConnections,null,No
no,Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies,null,No
no,Microsoft.DBforPostgreSQL/servers/keys,null,No
no,Microsoft.DBforPostgreSQL/locations/serverKeyAzureAsyncOperation,null,No
no,Microsoft.DBforPostgreSQL/locations/serverKeyOperationResults,null,No
no,Microsoft.DBforPostgreSQL/locations/getCachedServerName,null,No
no,Microsoft.DelegatedNetwork/operations,null,No
yes,Microsoft.DesktopVirtualization/workspaces,Desktop Virtualization Workspaces,No
no,Microsoft.DesktopVirtualization/applicationgroups,null,No
no,Microsoft.DesktopVirtualization/applicationgroups/applications,null,No
no,Microsoft.DesktopVirtualization/applicationgroups/desktops,null,No
no,Microsoft.DesktopVirtualization/applicationgroups/startmenuitems,null,No
yes,Microsoft.DesktopVirtualization/hostpools,Azure Virtual Desktop,Yes
no,Microsoft.DesktopVirtualization/hostpools/msixpackages,null,No
no,Microsoft.DesktopVirtualization/hostpools/sessionhosts,null,No
no,Microsoft.DesktopVirtualization/hostpools/sessionhosts/usersessions,null,No
no,Microsoft.DesktopVirtualization/hostpools/usersessions,null,No
yes,Microsoft.DesktopVirtualization/scalingplans,Desktop Virtualization Scaling Plans,Yes
no,Microsoft.DesktopVirtualization/appattachpackages,null,No
no,Microsoft.DesktopVirtualization/operations,null,No
no,Microsoft.DevAI/Locations,null,No
no,Microsoft.DevAI/Locations/operationstatuses,null,No
no,Microsoft.DevAI/instances,null,No
no,Microsoft.DevAI/instances/experiments,null,No
no,Microsoft.DevAI/instances/sandboxes,null,No
no,Microsoft.DevAI/instances/sandboxes/experiments,null,No
no,Microsoft.DevAI/Operations,null,No
no,Microsoft.DevAI/registeredSubscriptions,null,No
no,Microsoft.DevCenter/operations,null,No
no,Microsoft.DevCenter/Locations,null,No
no,Microsoft.DevCenter/Locations/OperationStatuses,null,No
no,Microsoft.DevCenter/devcenters,null,No
no,Microsoft.DevCenter/devcenters/catalogs,null,No
no,Microsoft.DevCenter/devcenters/attachednetworks,null,No
no,Microsoft.DevCenter/devcenters/devboxdefinitions,null,No
no,Microsoft.DevCenter/devcenters/environmentTypes,null,No
no,Microsoft.DevCenter/devcenters/galleries,null,No
no,Microsoft.DevCenter/devcenters/galleries/images/versions,null,No
no,Microsoft.DevCenter/devcenters/galleries/images,null,No
no,Microsoft.DevCenter/devcenters/images,null,No
no,Microsoft.DevCenter/networkconnections,null,No
no,Microsoft.DevCenter/networkconnections/healthchecks,null,No
no,Microsoft.DevCenter/projects,null,No
no,Microsoft.DevCenter/projects/attachednetworks,null,No
no,Microsoft.DevCenter/projects/environmentTypes,null,No
no,Microsoft.DevCenter/projects/pools,null,No
no,Microsoft.DevCenter/projects/pools/schedules,null,No
no,Microsoft.DevCenter/projects/devboxdefinitions,null,No
no,Microsoft.DevCenter/projects/allowedEnvironmentTypes,null,No
no,Microsoft.DevCenter/checkNameAvailability,null,No
no,Microsoft.DevCenter/networkconnections/outboundNetworkDependenciesEndpoints,null,No
no,Microsoft.DevCenter/Locations/usages,null,No
no,Microsoft.DevCenter/devcenters/catalogs/devboxdefinitions,null,No
no,Microsoft.DevCenter/devcenters/catalogs/environmentDefinitions,null,No
no,Microsoft.DevCenter/devcenters/catalogs/tasks,null,No
no,Microsoft.DevCenter/checkScopedNameAvailability,null,No
no,Microsoft.DevCenter/projects/catalogs,null,No
no,Microsoft.DevCenter/projects/catalogs/environmentDefinitions,null,No
no,Microsoft.DevelopmentWindows365/DevelopmentCloudPcDelegatedMsis,null,No
no,Microsoft.DevHub/operations,null,No
no,Microsoft.DevHub/workflows,null,No
no,Microsoft.DevHub/locations,null,No
no,Microsoft.DevHub/locations/githuboauth,null,No
no,Microsoft.DevHub/locations/generatePreviewArtifacts,null,No
no,Microsoft.DeviceRegistry/locations,null,No
no,Microsoft.DeviceRegistry/operations,null,No
no,Microsoft.DeviceRegistry/operationStatuses,null,No
no,Microsoft.DeviceRegistry/locations/operationStatuses,null,No
no,Microsoft.DeviceRegistry/assets,null,No
no,Microsoft.DeviceRegistry/assetEndpointProfiles,null,No
no,Microsoft.Devices/checkNameAvailability,null,No
no,Microsoft.Devices/checkProvisioningServiceNameAvailability,null,No
no,Microsoft.Devices/usages,null,No
no,Microsoft.Devices/operations,null,No
no,Microsoft.Devices/operationResults,null,No
no,Microsoft.Devices/provisioningServiceOperationResults,null,No
no,Microsoft.Devices/locations/provisioningServiceOperationResults,null,No
no,Microsoft.Devices/locations,null,No
no,Microsoft.Devices/locations/operationResults,null,No
yes,Microsoft.Devices/IotHubs,Iot Hub,Yes
no,Microsoft.Devices/IotHubs/eventGridFilters,null,No
no,Microsoft.Devices/IotHubs/failover,null,No
no,Microsoft.Devices/ProvisioningServices,null,No
no,Microsoft.Devices/IotHubs/securitySettings,null,No
no,Microsoft.DeviceUpdate/locations,null,No
no,Microsoft.DeviceUpdate/locations/operationStatuses,null,No
no,Microsoft.DeviceUpdate/operations,null,No
no,Microsoft.DeviceUpdate/accounts,null,No
no,Microsoft.DeviceUpdate/accounts/instances,null,No
no,Microsoft.DeviceUpdate/checkNameAvailability,null,No
no,Microsoft.DeviceUpdate/registeredSubscriptions,null,No
no,Microsoft.DeviceUpdate/accounts/privateLinkResources,null,No
no,Microsoft.DeviceUpdate/accounts/privateEndpointConnections,null,No
no,Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies,null,No
no,Microsoft.DevTestLab/labs/environments,null,No
no,Microsoft.DevTestLab/labs,null,No
no,Microsoft.DevTestLab/schedules,null,No
no,Microsoft.DevTestLab/labs/virtualMachines,null,No
no,Microsoft.DevTestLab/labs/serviceRunners,null,No
no,Microsoft.DevTestLab/operations,null,No
no,Microsoft.DevTestLab/locations,null,No
no,Microsoft.DevTestLab/locations/operations,null,No
no,Microsoft.DigitalTwins/locations,null,No
no,Microsoft.DigitalTwins/locations/checkNameAvailability,null,No
yes,Microsoft.DigitalTwins/digitalTwinsInstances,DigitalTwins Instances,No
no,Microsoft.DigitalTwins/digitalTwinsInstances/operationResults,null,No
no,Microsoft.DigitalTwins/locations/operationResults,null,No
no,Microsoft.DigitalTwins/locations/operationsStatuses,null,No
no,Microsoft.DigitalTwins/digitalTwinsInstances/endpoints,null,No
no,Microsoft.DigitalTwins/digitalTwinsInstances/timeSeriesDatabaseConnections,null,No
no,Microsoft.DigitalTwins/operations,null,No
no,Microsoft.Easm/workspaces,null,No
no,Microsoft.Easm/workspaces/labels,null,No
no,Microsoft.Easm/operations,null,No
no,Microsoft.Easm/workspaces/tasks,null,No
no,Microsoft.EdgeManagement/locations,null,No
no,Microsoft.EdgeManagement/operations,null,No
no,Microsoft.EdgeMarketplace/operations,null,No
no,Microsoft.EdgeMarketplace/locations,null,No
no,Microsoft.EdgeMarketplace/locations/operationStatuses,null,No
no,Microsoft.EdgeMarketplace/publishers,null,No
no,Microsoft.EdgeMarketplace/offers,null,No
no,Microsoft.EdgeOrder/addresses,null,No
no,Microsoft.EdgeOrder/orderItems,null,No
no,Microsoft.EdgeOrder/orders,null,No
no,Microsoft.EdgeOrder/locations,null,No
no,Microsoft.EdgeOrder/locations/orders,null,No
no,Microsoft.EdgeOrder/listProductFamilies,null,No
no,Microsoft.EdgeOrder/listConfigurations,null,No
no,Microsoft.EdgeOrder/productFamiliesMetadata,null,No
no,Microsoft.EdgeOrder/locations/hciCatalog,null,No
no,Microsoft.EdgeOrder/locations/hciCatalog/vendors,null,No
no,Microsoft.EdgeOrder/locations/hciCatalog/platforms,null,No
no,Microsoft.EdgeOrder/locations/hciCatalog/projects,null,No
no,Microsoft.EdgeOrder/locations/hciFlightCatalog,null,No
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/vendors,null,No
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/platforms,null,No
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/projects,null,No
no,Microsoft.EdgeOrder/operations,null,No
no,Microsoft.EdgeOrder/locations/operationresults,null,No
no,Microsoft.EdgeOrderPartner/operations,null,No
no,Microsoft.Elastic/operations,null,No
no,Microsoft.Elastic/locations,null,No
no,Microsoft.Elastic/locations/operationStatuses,null,No
yes,Microsoft.Elastic/monitors,Elastic Monitors,No
no,Microsoft.Elastic/monitors/tagRules,null,No
no,Microsoft.Elastic/checkNameAvailability,null,No
no,Microsoft.Elastic/elasticVersions,null,No
no,Microsoft.Elastic/getOrganizationApiKey,null,No
no,Microsoft.Elastic/getElasticOrganizationToAzureSubscriptionMapping,null,No
no,Microsoft.Elastic/monitors/openAIIntegrations,null,No
yes,Microsoft.ElasticSan/elasticSans,Elastic Sans,No
no,Microsoft.ElasticSan/elasticSans/volumeGroups,null,No
no,Microsoft.ElasticSan/operations,null,No
no,Microsoft.ElasticSan/locations/asyncoperations,null,No
no,Microsoft.ElasticSan/locations,null,No
no,Microsoft.EnterpriseSupport/EnterpriseSupports,null,No
no,Microsoft.EnterpriseSupport/operationStatuses,null,No
no,Microsoft.EnterpriseSupport/validate,null,No
no,Microsoft.EnterpriseSupport/Operations,null,No
no,Microsoft.EntitlementManagement/Operations,null,No
no,Microsoft.Experimentation/Operations,null,No
no,Microsoft.ExtendedLocation/locations,null,No
no,Microsoft.ExtendedLocation/customLocations,null,No
no,Microsoft.ExtendedLocation/customLocations/enabledResourceTypes,null,No
no,Microsoft.ExtendedLocation/customLocations/resourceSyncRules,null,No
no,Microsoft.ExtendedLocation/locations/operationsstatus,null,No
no,Microsoft.ExtendedLocation/locations/operationresults,null,No
no,Microsoft.ExtendedLocation/operations,null,No
no,Microsoft.Fabric/capacities,null,No
no,Microsoft.Fabric/locations,null,No
no,Microsoft.Fabric/locations/checkNameAvailability,null,No
no,Microsoft.Fabric/locations/operationresults,null,No
no,Microsoft.Fabric/locations/operationstatuses,null,No
no,Microsoft.Fabric/operations,null,No
no,Microsoft.Falcon/namespaces,null,No
no,Microsoft.Features/features,null,No
no,Microsoft.Features/providers,null,No
no,Microsoft.Features/featureProviders,null,No
no,Microsoft.Features/subscriptionFeatureRegistrations,null,No
no,Microsoft.Features/featureProviderNamespaces,null,No
no,Microsoft.Features/featureConfigurations,null,No
no,Microsoft.Features/operations,null,No
yes,Microsoft.FluidRelay/fluidRelayServers,FluidRelay Server,Yes
no,Microsoft.FluidRelay/Operations,null,No
no,Microsoft.FluidRelay/fluidRelayServers/fluidRelayContainers,null,No
no,Microsoft.FluidRelay/Locations,null,No
no,Microsoft.FluidRelay/Locations/OperationStatuses,null,No
no,Microsoft.GraphServices/accounts,null,No
no,Microsoft.GraphServices/Operations,null,No
no,Microsoft.GraphServices/RegisteredSubscriptions,null,No
no,Microsoft.GraphServices/Locations,null,No
no,Microsoft.GraphServices/Locations/OperationStatuses,null,No
yes,Microsoft.HanaOnAzure/hanaInstances,Hana On Azure Instances,No
no,Microsoft.HanaOnAzure/locations/operationsStatus,null,No
no,Microsoft.HanaOnAzure/locations,null,No
no,Microsoft.HanaOnAzure/locations/operations,null,No
no,Microsoft.HanaOnAzure/operations,null,No
yes,Microsoft.HardwareSecurityModules/cloudHsmClusters,HSM Cluster,Yes
no,Microsoft.HardwareSecurityModules/locations,null,No
no,Microsoft.HardwareSecurityModules/operations,null,No
no,Microsoft.HDInsight/Locations,null,No
no,Microsoft.HDInsight/Locations/OperationStatuses,null,No
yes,Microsoft.HDInsight/clusterpools,HDInsight Cluster Pool,Yes
no,Microsoft.HDInsight/clusterpools/clusters,null,No
no,Microsoft.HDInsight/Locations/clusterofferingversions,null,No
no,Microsoft.HDInsight/locations/checkNameAvailability,null,No
no,Microsoft.HDInsight/clusterpools/clusters/serviceConfigs,null,No
no,Microsoft.HDInsight/clusterpools/clusters/instanceViews,null,No
no,Microsoft.HDInsight/Locations/availableclusterversions,null,No
no,Microsoft.HDInsight/Locations/availableclusterpoolversions,null,No
no,Microsoft.HDInsight/operations,null,No
no,Microsoft.HDInsight/clusterpools/clusters/jobs,null,No
yes,Microsoft.HDInsight/clusters,HDInsight cluster,Yes
no,Microsoft.HDInsight/clusters/applications,null,No
no,Microsoft.HDInsight/clusters/operationresults,null,No
no,Microsoft.HDInsight/locations/capabilities,null,No
no,Microsoft.HDInsight/locations/usages,null,No
no,Microsoft.HDInsight/locations/billingSpecs,null,No
no,Microsoft.HDInsight/locations/operationresults,null,No
no,Microsoft.HDInsight/locations/azureasyncoperations,null,No
no,Microsoft.HDInsight/locations/validateCreateRequest,null,No
no,Microsoft.HealthBot/Operations,null,No
no,Microsoft.HealthBot/Locations,null,No
no,Microsoft.HealthBot/Locations/OperationStatuses,null,No
yes,Microsoft.HealthBot/healthBots,Health Bot,No
yes,Microsoft.HealthcareApis/services,Azure API for FHIR,Yes
no,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies,null,No
no,Microsoft.HealthcareApis/services/privateEndpointConnections,null,No
no,Microsoft.HealthcareApis/services/privateLinkResources,null,No
no,Microsoft.HealthcareApis/services/iomtconnectors,null,No
no,Microsoft.HealthcareApis/services/iomtconnectors/connections,null,No
no,Microsoft.HealthcareApis/services/iomtconnectors/mappings,null,No
yes,Microsoft.HealthcareApis/workspaces,Healthcare APIs Workspaces,No
no,Microsoft.HealthcareApis/workspaces/privateEndpointConnectionProxies,null,No
no,Microsoft.HealthcareApis/workspaces/privateEndpointConnections,null,No
no,Microsoft.HealthcareApis/workspaces/privateLinkResources,null,No
no,Microsoft.HealthcareApis/workspaces/dicomservices,null,No
